id,label,model_label,confidence,prob_real,prob_fake
fake_images/10429311_1980-09-24_2007_face1.png,1,0,0.9808,0.9808,0.0192
fake_images/7152911_1917-05-01_1965_face1.png,1,0,0.8863,0.8863,0.1137
fake_images/1657111_1965-06-24_1976_face1.png,1,0,0.9632,0.9632,0.0368
fake_images/8093311_1950-11-21_2008_face1.png,1,0,0.9692,0.9692,0.0308
fake_images/11642011_1987-11-13_2006_face1.png,1,0,0.9779,0.9779,0.0221
fake_images/16773011_1974-08-15_2008_face1.png,1,0,0.9446,0.9446,0.0554
fake_images/18250611_1982-04-12_2011_face1.png,1,0,0.9736,0.9736,0.0264
fake_images/4220311_1939-12-21_2007_face1.png,1,0,0.9644,0.9644,0.0356
fake_images/17280511_1968-01-13_2007_face1.png,1,0,0.9856,0.9856,0.0144
fake_images/2640611_1970-11-30_2007_face1.png,1,0,0.8588,0.8588,0.1412
fake_images/497211_1905-12-27_1941_face1.png,1,0,0.9741,0.9741,0.0259
fake_images/596911_1936-03-05_2005_face1.png,1,0,0.9706,0.9706,0.0294
fake_images/1699011_1958-10-09_2008_face1.png,1,0,0.9718,0.9718,0.0282
fake_images/436411_1919-03-28_1953_face1.png,1,0,0.8771,0.8771,0.1229
fake_images/2246211_1966-03-11_2008_face1.png,1,0,0.9585,0.9585,0.0415
fake_images/11047111_1940-11-17_2002_face1.png,1,0,0.8514,0.8514,0.1486
fake_images/6109311_1908-06-29_1947_face1.png,1,0,0.5527,0.5527,0.4473
fake_images/1404211_1949-11-20_2009_face1.png,1,0,0.7717,0.7717,0.2283
fake_images/13386311_1993-09-10_2007_face1.png,1,0,0.9275,0.9275,0.0725
fake_images/17553211_1981-05-19_2011_face1.png,1,0,0.9671,0.9671,0.0329
fake_images/2614711_1939-10-08_1960_face1.png,1,0,0.9612,0.9612,0.0388
fake_images/9374311_1986-05-23_2013_face1.png,1,0,0.9126,0.9126,0.0874
fake_images/8248211_1962-03-01_2007_face1.png,1,0,0.9363,0.9363,0.0637
fake_images/313511_1947-08-27_1977_face1.png,1,0,0.909,0.909,0.091
fake_images/2843911_1988-03-25_2012_face1.png,1,0,0.8794,0.8794,0.1206
fake_images/3230611_1979-10-09_2013_face2.png,1,0,0.9217,0.9217,0.0783
fake_images/16873011_1971-03-10_2003_face1.png,1,0,0.7451,0.7451,0.2549
fake_images/3660711_1983-07-16_2014_face1.png,1,0,0.9317,0.9317,0.0683
fake_images/11535911_1936-07-16_1964_face1.png,1,0,0.9868,0.9868,0.0132
fake_images/891911_1914-08-19_1960_face1.png,1,0,0.7746,0.7746,0.2254
fake_images/1384911_1984-08-22_2012_face1.png,1,0,0.7603,0.7603,0.2397
fake_images/1602411_1947-11-07_2012_face1.png,1,0,0.9,0.9,0.1
fake_images/9512711_1951-07-20_1984_face1.png,1,0,0.9388,0.9388,0.0612
fake_images/1157811_1978-01-19_2007_face1.png,1,0,0.8577,0.8577,0.1423
fake_images/675411_1978-01-09_2008_face1.png,1,0,0.9837,0.9837,0.0163
fake_images/3230611_1979-10-09_2013_face1.png,1,0,0.9756,0.9756,0.0244
fake_images/10145311_1932-09-16_2014_face1.png,1,0,0.9048,0.9048,0.0952
fake_images/1404211_1949-11-20_2009_face3.png,1,0,0.8952,0.8952,0.1048
fake_images/2619911_1911-06-26_1970_face1.png,1,0,0.9579,0.9579,0.0421
fake_images/3547711_1949-01-13_2009_face1.png,1,0,0.9569,0.9569,0.0431
fake_images/3726311_1982-02-25_2013_face1.png,1,0,0.6666,0.6666,0.3334
fake_images/7418911_1976-05-07_2008_face1.png,1,0,0.9772,0.9772,0.0228
fake_images/2676011_1926-08-01_1950_face2.png,1,0,0.975,0.975,0.025
fake_images/6040211_1986-09-09_2014_face1.png,1,0,0.9708,0.9708,0.0292
fake_images/13428111_1966-12-08_2009_face1.png,1,0,0.8792,0.8792,0.1208
fake_images/2145711_1966-05-15_2013_face1.png,1,0,0.6401,0.6401,0.3599
fake_images/9042411_1956-06-10_2010_face1.png,1,0,0.8239,0.8239,0.1761
fake_images/2676011_1926-08-01_1950_face1.png,1,0,0.9616,0.9616,0.0384
fake_images/976911_1946-03-12_2007_face1.png,1,0,0.9723,0.9723,0.0277
fake_images/1066611_1963-11-13_2007_face1.png,1,0,0.8384,0.8384,0.1616
fake_images/5794011_1969-04-10_2013_face1.png,1,0,0.8815,0.8815,0.1185
fake_images/1853511_1981-12-14_2006_face1.png,1,0,0.6783,0.6783,0.3217
fake_images/619011_1947-04-22_1982_face1.png,1,0,0.9083,0.9083,0.0917
fake_images/6120411_1978-02-05_2004_face1.png,1,0,0.9278,0.9278,0.0722
fake_images/13028811_1945-04-05_1968_face1.png,1,0,0.923,0.923,0.077
fake_images/1641511_1936-09-17_2006_face1.png,1,0,0.9826,0.9826,0.0174
fake_images/429911_1929-08-08_1964_face1.png,1,0,0.9875,0.9875,0.0125
fake_images/7228511_1938-05-05_1962_face1.png,1,0,0.9274,0.9274,0.0726
fake_images/3748111_1955-02-01_2013_face1.png,1,0,0.9872,0.9872,0.0128
fake_images/2951711_1968-03-17_2007_face1.png,1,0,0.912,0.912,0.088
